counterparty_id,date,sanctions_signal,media_signal,transaction_signal,kyc_signal,composite_risk_score,deterioration_pattern
CP-SYN-000,2025-06-09,0.0868,0.1976,0.1977,0.2641,0.1633,baseline
CP-SYN-000,2025-06-10,0.0978,0.2092,0.0742,0.1872,0.1343,baseline
CP-SYN-000,2025-06-11,0.0455,0.3139,0.1408,0.3689,0.1802,baseline
CP-SYN-000,2025-06-12,0.0,0.2569,0.1278,0.245,0.1265,baseline
CP-SYN-000,2025-06-13,0.0312,0.1998,0.1862,0.1945,0.1288,baseline
CP-SYN-000,2025-06-14,0.0372,0.3089,0.0777,0.2636,0.1472,baseline
CP-SYN-000,2025-06-15,0.0529,0.1007,0.111,0.179,0.0954,baseline
CP-SYN-000,2025-06-16,0.0766,0.2003,0.2142,0.3281,0.1727,baseline
CP-SYN-000,2025-06-17,0.091,0.0957,0.0939,0.3323,0.1289,baseline
CP-SYN-000,2025-06-18,0.1024,0.0655,0.1495,0.3591,0.1411,baseline
CP-SYN-000,2025-06-19,0.096,0.257,0.1026,0.2478,0.1603,baseline
CP-SYN-000,2025-06-20,0.0126,0.2156,0.0904,0.502,0.1523,baseline
CP-SYN-000,2025-06-21,0.0317,0.2256,0.0215,0.2605,0.1125,baseline
CP-SYN-000,2025-06-22,0.0578,0.2659,0.1724,0.2956,0.1684,baseline
CP-SYN-000,2025-06-23,0.0165,0.2366,0.1258,0.3492,0.1433,baseline
CP-SYN-000,2025-06-24,0.029,0.2907,0.1044,0.37,0.1606,baseline
CP-SYN-000,2025-06-25,0.0882,0.2487,0.1143,0.5153,0.1976,baseline
CP-SYN-000,2025-06-26,0.0573,0.1763,0.1056,0.4483,0.1554,baseline
CP-SYN-000,2025-06-27,0.0536,0.2416,0.1598,0.2487,0.1511,baseline
CP-SYN-000,2025-06-28,0.0,0.224,0.1115,0.2392,0.1142,baseline
CP-SYN-000,2025-06-29,0.0761,0.2486,0.0503,0.3518,0.1554,baseline
CP-SYN-000,2025-06-30,0.0441,0.0814,0.1226,0.2955,0.1068,baseline
CP-SYN-000,2025-07-01,0.0276,0.2418,0.1244,0.2422,0.1327,baseline
CP-SYN-000,2025-07-02,0.062,0.2812,0.0644,0.3381,0.1587,baseline
CP-SYN-000,2025-07-03,0.0501,0.3813,0.0069,0.3695,0.1722,baseline
CP-SYN-000,2025-07-04,0.0408,0.192,0.1951,0.2991,0.1482,baseline
CP-SYN-000,2025-07-05,0.1172,0.1646,0.1175,0.2509,0.1492,baseline
CP-SYN-000,2025-07-06,0.0293,0.205,0.0859,0.3202,0.1282,baseline
CP-SYN-000,2025-07-07,0.0,0.3602,0.0917,0.4743,0.1795,baseline
CP-SYN-000,2025-07-08,0.0198,0.2234,0.2582,0.213,0.1474,baseline
CP-SYN-000,2025-07-09,0.0051,0.1563,0.1236,0.3693,0.1213,baseline
CP-SYN-000,2025-07-10,0.0887,0.1794,0.0199,0.2565,0.1228,baseline
CP-SYN-000,2025-07-11,0.0872,0.2373,0.0022,0.2965,0.1391,baseline
CP-SYN-000,2025-07-12,0.0919,0.3701,0.1281,0.3309,0.2046,baseline
CP-SYN-000,2025-07-13,0.0128,0.1325,0.1023,0.3503,0.1113,baseline
CP-SYN-000,2025-07-14,0.0674,0.1617,0.0424,0.2222,0.1092,baseline
CP-SYN-000,2025-07-15,0.0153,0.2515,0.0,0.2667,0.109,baseline
CP-SYN-000,2025-07-16,0.0635,0.3218,0.1036,0.4001,0.1866,baseline
CP-SYN-000,2025-07-17,0.038,0.1404,0.0663,0.4527,0.1315,baseline
CP-SYN-000,2025-07-18,0.0798,0.239,0.2665,0.2968,0.1895,baseline
CP-SYN-000,2025-07-19,0.0686,0.2246,0.0889,0.5316,0.1811,baseline
CP-SYN-000,2025-07-20,0.0952,0.088,0.08,0.3428,0.1275,baseline
CP-SYN-000,2025-07-21,0.0735,0.0921,0.0,0.1094,0.0688,baseline
CP-SYN-000,2025-07-22,0.0479,0.1917,0.1173,0.223,0.124,baseline
CP-SYN-000,2025-07-23,0.0133,0.0382,0.1165,0.337,0.0887,baseline
CP-SYN-000,2025-07-24,0.0798,0.2633,0.0905,0.4349,0.1811,baseline
CP-SYN-000,2025-07-25,0.0459,0.1471,0.074,0.2415,0.1062,baseline
CP-SYN-000,2025-07-26,0.0,0.2125,0.1125,0.2638,0.1152,baseline
CP-SYN-000,2025-07-27,0.0286,0.2297,0.1858,0.3038,0.1516,baseline
CP-SYN-000,2025-07-28,0.0348,0.1527,0.0965,0.1735,0.0974,baseline
CP-SYN-000,2025-07-29,0.0462,0.2049,0.1922,0.3943,0.1673,baseline
CP-SYN-000,2025-07-30,0.081,0.143,0.1335,0.1861,0.1228,baseline
CP-SYN-000,2025-07-31,0.0594,0.2335,0.0617,0.4999,0.1694,baseline
CP-SYN-000,2025-08-01,0.067,0.0478,0.1276,0.2593,0.1032,baseline
CP-SYN-000,2025-08-02,0.05,0.2373,0.1195,0.0961,0.1176,baseline
CP-SYN-000,2025-08-03,0.0153,0.2618,0.1651,0.4903,0.1781,baseline
CP-SYN-000,2025-08-04,0.1041,0.0356,0.1385,0.1084,0.0945,baseline
CP-SYN-000,2025-08-05,0.0984,0.2203,0.0429,0.501,0.1782,baseline
CP-SYN-000,2025-08-06,0.0693,0.0487,0.1147,0.2269,0.0969,baseline
CP-SYN-000,2025-08-07,0.0533,0.1628,0.1687,0.1577,0.1194,baseline
CP-SYN-000,2025-08-08,0.0595,0.3451,0.0587,0.3211,0.17,baseline
CP-SYN-000,2025-08-09,0.0561,0.1448,0.1324,0.3097,0.1316,baseline
CP-SYN-000,2025-08-10,0.0217,0.341,0.1396,0.2833,0.1643,baseline
CP-SYN-000,2025-08-11,0.0309,0.1373,0.1615,0.2854,0.1218,baseline
CP-SYN-000,2025-08-12,0.0638,0.1852,0.1308,0.2884,0.1412,baseline
CP-SYN-000,2025-08-13,0.0729,0.1853,0.1415,0.3672,0.1589,baseline
CP-SYN-000,2025-08-14,0.0465,0.1312,0.053,0.2259,0.0959,baseline
CP-SYN-000,2025-08-15,0.0205,0.2693,0.0977,0.457,0.1636,baseline
CP-SYN-000,2025-08-16,0.1184,0.2019,0.0226,0.2619,0.1416,baseline
CP-SYN-000,2025-08-17,0.0477,0.0809,0.0875,0.3287,0.1061,baseline
CP-SYN-000,2025-08-18,0.0362,0.1385,0.0621,0.4787,0.1333,baseline
CP-SYN-000,2025-08-19,0.0452,0.1336,0.0814,0.3954,0.1271,baseline
CP-SYN-000,2025-08-20,0.0295,0.2385,0.1364,0.3749,0.1549,baseline
CP-SYN-000,2025-08-21,0.092,0.156,0.1566,0.2207,0.1402,baseline
CP-SYN-000,2025-08-22,0.0381,0.2957,0.1411,0.3002,0.1624,baseline
CP-SYN-000,2025-08-23,0.0143,0.2449,0.0685,0.2076,0.1118,baseline
CP-SYN-000,2025-08-24,0.0306,0.2197,0.0,0.3361,0.1176,baseline
CP-SYN-000,2025-08-25,0.0552,0.1532,0.1518,0.3611,0.1449,baseline
CP-SYN-000,2025-08-26,0.0318,0.1464,0.1348,0.1484,0.0985,baseline
CP-SYN-000,2025-08-27,0.04,0.1495,0.1035,0.3211,0.1223,baseline
CP-SYN-000,2025-08-28,0.0511,0.2908,0.1114,0.2685,0.1557,baseline
CP-SYN-000,2025-08-29,0.0137,0.2577,0.1264,0.4451,0.162,baseline
CP-SYN-000,2025-08-30,0.0276,0.2021,0.0971,0.2912,0.1247,baseline
CP-SYN-000,2025-08-31,0.0503,0.0628,0.1412,0.3653,0.1189,baseline
CP-SYN-000,2025-09-01,0.0839,0.38,0.0841,0.2964,0.1898,baseline
CP-SYN-000,2025-09-02,0.0503,0.3554,0.0134,0.3486,0.1639,baseline
CP-SYN-000,2025-09-03,0.0059,0.0,0.0,0.1618,0.0266,baseline
CP-SYN-000,2025-09-04,0.0821,0.1305,0.0886,0.1836,0.1107,baseline
CP-SYN-000,2025-09-05,0.0683,0.1118,0.1659,0.2007,0.1186,baseline
CP-SYN-000,2025-09-06,0.0271,0.2098,0.1012,0.4425,0.1499,baseline
CP-SYN-000,2025-09-07,0.0536,0.1034,0.072,0.2427,0.0981,baseline
CP-SYN-000,2025-09-08,0.0718,0.2307,0.094,0.387,0.1632,baseline
CP-SYN-000,2025-09-09,0.0341,0.1891,0.109,0.4528,0.1507,baseline
CP-SYN-000,2025-09-10,0.047,0.1719,0.0477,0.3686,0.1266,baseline
CP-SYN-000,2025-09-11,0.0324,0.2275,0.0049,0.4043,0.1315,baseline
CP-SYN-000,2025-09-12,0.01,0.1378,0.1529,0.1666,0.094,baseline
CP-SYN-000,2025-09-13,0.0476,0.2059,0.0501,0.4343,0.1457,baseline
CP-SYN-000,2025-09-14,0.095,0.0423,0.0276,0.3808,0.1112,baseline
CP-SYN-000,2025-09-15,0.0109,0.1689,0.1065,0.3692,0.1233,baseline
CP-SYN-000,2025-09-16,0.0433,0.2076,0.0612,0.4292,0.1458,baseline
CP-SYN-000,2025-09-17,0.0351,0.2272,0.0744,0.3106,0.1323,baseline
CP-SYN-000,2025-09-18,0.045,0.187,0.0493,0.3796,0.1315,baseline
CP-SYN-000,2025-09-19,0.0924,0.2195,0.1366,0.3838,0.1767,baseline
CP-SYN-000,2025-09-20,0.0778,0.2243,0.1106,0.3864,0.1673,baseline
CP-SYN-000,2025-09-21,0.0521,0.1221,0.1012,0.1112,0.0883,baseline
CP-SYN-000,2025-09-22,0.0498,0.2331,0.1618,0.3151,0.1578,baseline
CP-SYN-000,2025-09-23,0.0778,0.2,0.0488,0.1589,0.1147,baseline
CP-SYN-000,2025-09-24,0.0209,0.0907,0.1317,0.2792,0.0993,baseline
CP-SYN-000,2025-09-25,0.0671,0.2059,0.1522,0.406,0.1697,baseline
CP-SYN-000,2025-09-26,0.0306,0.1781,0.0734,0.1379,0.0921,baseline
CP-SYN-000,2025-09-27,0.0703,0.2951,0.0997,0.2507,0.1594,baseline
CP-SYN-000,2025-09-28,0.0827,0.0124,0.1089,0.3143,0.1051,baseline
CP-SYN-000,2025-09-29,0.0329,0.3113,0.1485,0.2739,0.1618,baseline
CP-SYN-000,2025-09-30,0.0474,0.169,0.0744,0.1692,0.1015,baseline
CP-SYN-000,2025-10-01,0.0914,0.2822,0.1399,0.1906,0.1637,baseline
CP-SYN-000,2025-10-02,0.1124,0.3584,0.1094,0.2096,0.1879,baseline
CP-SYN-000,2025-10-03,0.024,0.2335,0.0543,0.2966,0.1233,baseline
CP-SYN-000,2025-10-04,0.0827,0.0795,0.2003,0.4567,0.1615,baseline
CP-SYN-000,2025-10-05,0.0129,0.0869,0.0858,0.1969,0.0736,baseline
CP-SYN-000,2025-10-06,0.0421,0.0,0.0886,0.4803,0.1066,baseline
CP-SYN-000,2025-10-07,0.0165,0.1782,0.0255,0.3638,0.1108,baseline
CP-SYN-000,2025-10-08,0.0432,0.3553,0.1103,0.2628,0.1676,baseline
CP-SYN-000,2025-10-09,0.0665,0.1595,0.033,0.3302,0.1226,baseline
CP-SYN-000,2025-10-10,0.0448,0.2133,0.1188,0.249,0.1323,baseline
CP-SYN-000,2025-10-11,0.0626,0.339,0.0446,0.4737,0.1898,baseline
CP-SYN-000,2025-10-12,0.0427,0.1387,0.2214,0.3155,0.1434,baseline
CP-SYN-000,2025-10-13,0.0911,0.2654,0.016,0.3121,0.1528,baseline
CP-SYN-000,2025-10-14,0.0342,0.0927,0.0114,0.3102,0.0857,baseline
CP-SYN-000,2025-10-15,0.0677,0.2313,0.0847,0.2201,0.1349,baseline
CP-SYN-000,2025-10-16,0.0204,0.1556,0.0483,0.2797,0.0987,baseline
CP-SYN-000,2025-10-17,0.0493,0.1283,0.0884,0.224,0.1031,baseline
CP-SYN-000,2025-10-18,0.0499,0.2406,0.1089,0.3472,0.154,baseline
CP-SYN-000,2025-10-19,0.0004,0.1697,0.1138,0.3641,0.12,baseline
CP-SYN-000,2025-10-20,0.0021,0.2127,0.1603,0.2821,0.1284,baseline
CP-SYN-000,2025-10-21,0.0472,0.236,0.1124,0.3675,0.1555,baseline
CP-SYN-000,2025-10-22,0.0522,0.2122,0.0609,0.283,0.1285,baseline
CP-SYN-000,2025-10-23,0.0876,0.1837,0.0916,0.2508,0.1369,baseline
CP-SYN-000,2025-10-24,0.0736,0.1316,0.1455,0.2063,0.1224,baseline
CP-SYN-000,2025-10-25,0.0183,0.2165,0.1065,0.3298,0.1322,baseline
CP-SYN-000,2025-10-26,0.0819,0.167,0.1221,0.209,0.1303,baseline
CP-SYN-000,2025-10-27,0.0878,0.2506,0.1268,0.3188,0.1709,baseline
CP-SYN-000,2025-10-28,0.0264,0.1738,0.1251,0.2981,0.1238,baseline
CP-SYN-000,2025-10-29,0.0537,0.0912,0.1091,0.2308,0.1007,baseline
CP-SYN-000,2025-10-30,0.0175,0.1876,0.0072,0.3699,0.1108,baseline
CP-SYN-000,2025-10-31,0.0756,0.1957,0.0503,0.2055,0.12,baseline
CP-SYN-000,2025-11-01,0.0455,0.0061,0.109,0.3664,0.0965,baseline
CP-SYN-000,2025-11-02,0.0406,0.1604,0.1091,0.3351,0.1284,baseline
CP-SYN-000,2025-11-03,0.0828,0.2015,0.0655,0.2539,0.1347,baseline
CP-SYN-000,2025-11-04,0.0555,0.3245,0.084,0.1947,0.1493,baseline
CP-SYN-000,2025-11-05,0.0239,0.0323,0.1165,0.1639,0.0655,baseline
CP-SYN-000,2025-11-06,0.013,0.0419,0.0441,0.3568,0.078,baseline
CP-SYN-000,2025-11-07,0.0107,0.06,0.1089,0.2659,0.0809,baseline
CP-SYN-000,2025-11-08,0.063,0.2592,0.0996,0.1702,0.1354,baseline
CP-SYN-000,2025-11-09,0.0463,0.24,0.0709,0.1563,0.1161,baseline
CP-SYN-000,2025-11-10,0.0831,0.1668,0.0795,0.3016,0.1361,baseline
CP-SYN-000,2025-11-11,0.0809,0.2211,0.0833,0.3682,0.1595,baseline
CP-SYN-000,2025-11-12,0.1144,0.311,0.1336,0.1878,0.1784,baseline
CP-SYN-000,2025-11-13,0.1626,0.1041,0.0814,0.23,0.1418,baseline
CP-SYN-000,2025-11-14,0.0988,0.2336,0.0286,0.3268,0.1527,baseline
CP-SYN-000,2025-11-15,0.0664,0.1745,0.039,0.2275,0.1121,baseline
CP-SYN-000,2025-11-16,0.0369,0.2018,0.074,0.3735,0.136,baseline
CP-SYN-000,2025-11-17,0.0215,0.0615,0.063,0.4349,0.1018,baseline
CP-SYN-000,2025-11-18,0.0328,0.3873,0.1246,0.1836,0.1624,baseline
CP-SYN-000,2025-11-19,0.025,0.2195,0.0411,0.5375,0.1537,baseline
CP-SYN-000,2025-11-20,0.0203,0.2545,0.173,0.2891,0.1497,baseline
CP-SYN-000,2025-11-21,0.0201,0.1782,0.1181,0.3876,0.1343,baseline
CP-SYN-000,2025-11-22,0.0517,0.088,0.1021,0.2327,0.098,baseline
CP-SYN-000,2025-11-23,0.0,0.1442,0.0284,0.3587,0.0955,baseline
CP-SYN-000,2025-11-24,0.1083,0.3487,0.0713,0.2533,0.1828,baseline
CP-SYN-000,2025-11-25,0.0707,0.2849,0.0791,0.2857,0.1582,baseline
CP-SYN-000,2025-11-26,0.1162,0.1914,0.0757,0.312,0.1563,baseline
CP-SYN-000,2025-11-27,0.0674,0.1183,0.0876,0.1834,0.1015,baseline
CP-SYN-000,2025-11-28,0.0417,0.3502,0.1371,0.2907,0.1752,baseline
CP-SYN-000,2025-11-29,0.022,0.1751,0.1525,0.2438,0.1197,baseline
CP-SYN-000,2025-11-30,0.0935,0.0901,0.0855,0.4743,0.1482,baseline
CP-SYN-000,2025-12-01,0.0,0.2951,0.0074,0.291,0.1189,baseline
CP-SYN-000,2025-12-02,0.0448,0.2659,0.0,0.1082,0.1006,baseline
CP-SYN-000,2025-12-03,0.033,0.203,0.0553,0.2779,0.1167,baseline
CP-SYN-000,2025-12-04,0.0144,0.1679,0.0577,0.3244,0.1079,baseline
CP-SYN-000,2025-12-05,0.0674,0.3146,0.0672,0.2682,0.1593,baseline
CP-SYN-000,2025-12-06,0.0514,0.1764,0.0974,0.1438,0.1057,baseline
CP-SYN-000,2025-12-07,0.0612,0.1268,0.0522,0.1412,0.0878,baseline
CP-SYN-000,2025-12-08,0.0848,0.1888,0.1575,0.3272,0.1617,baseline
CP-SYN-000,2025-12-09,0.0,0.1133,0.1379,0.2234,0.0894,baseline
CP-SYN-000,2025-12-10,0.0173,0.1856,0.0912,0.1988,0.1014,baseline
CP-SYN-000,2025-12-11,0.0402,0.1617,0.0,0.3503,0.1091,baseline
CP-SYN-000,2025-12-12,0.0257,0.3044,0.0425,0.142,0.1162,baseline
CP-SYN-000,2025-12-13,0.0856,0.0732,0.0682,0.3597,0.1201,baseline
CP-SYN-000,2025-12-14,0.0401,0.0676,0.1094,0.2806,0.0969,baseline
CP-SYN-000,2025-12-15,0.0885,0.2471,0.2518,0.1354,0.1678,baseline
CP-SYN-000,2025-12-16,0.0493,0.1147,0.1577,0.3822,0.1373,baseline
CP-SYN-000,2025-12-17,0.0726,0.1378,0.0627,0.097,0.0906,baseline
CP-SYN-000,2025-12-18,0.1013,0.2407,0.087,0.3934,0.1771,baseline
CP-SYN-000,2025-12-19,0.0725,0.278,0.0188,0.2286,0.1366,baseline
CP-SYN-000,2025-12-20,0.0559,0.2284,0.1479,0.1991,0.1389,baseline
CP-SYN-000,2025-12-21,0.0538,0.3764,0.1346,0.3871,0.2006,baseline
CP-SYN-000,2025-12-22,0.0494,0.2614,0.1902,0.3107,0.1698,baseline
CP-SYN-000,2025-12-23,0.0867,0.13,0.1295,0.3904,0.1516,baseline
CP-SYN-000,2025-12-24,0.0274,0.2878,0.0662,0.2195,0.1291,baseline
CP-SYN-000,2025-12-25,0.05,0.3546,0.1155,0.3936,0.1908,baseline
CP-SYN-000,2025-12-26,0.028,0.2062,0.0412,0.2429,0.1074,baseline
CP-SYN-000,2025-12-27,0.0751,0.1969,0.1726,0.2798,0.1557,baseline
CP-SYN-000,2025-12-28,0.0441,0.3021,0.0676,0.148,0.1289,baseline
CP-SYN-000,2025-12-29,0.089,0.2331,0.0,0.3045,0.1396,baseline
CP-SYN-000,2025-12-30,0.0379,0.3396,0.0636,0.2419,0.149,baseline
CP-SYN-000,2025-12-31,0.0227,0.1157,0.065,0.1564,0.0745,baseline
CP-SYN-000,2026-01-01,0.0191,0.0715,0.0251,0.144,0.0521,baseline
CP-SYN-000,2026-01-02,0.0344,0.1453,0.0387,0.3478,0.11,baseline
CP-SYN-000,2026-01-03,0.0486,0.1654,0.0768,0.4593,0.145,baseline
CP-SYN-000,2026-01-04,0.0572,0.238,0.0,0.2346,0.1176,baseline
CP-SYN-000,2026-01-05,0.0,0.1659,0.1187,0.2326,0.1001,baseline
CP-SYN-000,2026-01-06,0.0656,0.1182,0.1288,0.1446,0.1032,baseline
CP-SYN-000,2026-01-07,0.0421,0.2336,0.1268,0.2873,0.1437,baseline
CP-SYN-000,2026-01-08,0.1082,0.1668,0.0775,0.024,0.1041,baseline
CP-SYN-000,2026-01-09,0.1031,0.1705,0.0412,0.4321,0.1569,baseline
CP-SYN-000,2026-01-10,0.0871,0.2087,0.0283,0.3419,0.1439,baseline
CP-SYN-000,2026-01-11,0.0314,0.1063,0.1522,0.0867,0.0826,baseline
CP-SYN-000,2026-01-12,0.067,0.2367,0.2026,0.3325,0.1764,baseline
CP-SYN-000,2026-01-13,0.0,0.1331,0.1032,0.3356,0.1043,baseline
CP-SYN-000,2026-01-14,0.0794,0.0432,0.0835,0.397,0.1188,baseline
CP-SYN-000,2026-01-15,0.0963,0.3489,0.0805,0.4098,0.2033,baseline
CP-SYN-000,2026-01-16,0.1014,0.2958,0.1362,0.3828,0.1992,baseline
CP-SYN-000,2026-01-17,0.0263,0.0842,0.1491,0.2653,0.1012,baseline
CP-SYN-000,2026-01-18,0.0492,0.1537,0.0804,0.3233,0.1227,baseline
CP-SYN-000,2026-01-19,0.0193,0.2055,0.1123,0.2923,0.1254,baseline
CP-SYN-000,2026-01-20,0.0277,0.2629,0.1936,0.2399,0.1515,baseline
CP-SYN-000,2026-01-21,0.087,0.2711,0.0,0.2239,0.1362,baseline
CP-SYN-000,2026-01-22,0.0309,0.2625,0.1094,0.3474,0.152,baseline
CP-SYN-000,2026-01-23,0.0691,0.1281,0.0627,0.1777,0.0988,baseline
CP-SYN-000,2026-01-24,0.0449,0.1905,0.1086,0.2273,0.1214,baseline
CP-SYN-000,2026-01-25,0.0772,0.2734,0.1773,0.3711,0.1904,baseline
CP-SYN-000,2026-01-26,0.0556,0.2538,0.1305,0.2348,0.147,baseline
CP-SYN-000,2026-01-27,0.0887,0.3375,0.1988,0.3035,0.2051,baseline
CP-SYN-000,2026-01-28,0.0597,0.2333,0.0999,0.3619,0.1565,baseline
CP-SYN-000,2026-01-29,0.0464,0.1845,0.1879,0.3165,0.1497,baseline
CP-SYN-000,2026-01-30,0.052,0.2706,0.1075,0.3292,0.1593,baseline
CP-SYN-000,2026-01-31,0.0481,0.1024,0.0985,0.1863,0.0925,baseline
CP-SYN-000,2026-02-01,0.0563,0.1055,0.1458,0.3749,0.1343,baseline
CP-SYN-000,2026-02-02,0.0584,0.192,0.1208,0.1035,0.1111,baseline
CP-SYN-000,2026-02-03,0.0171,0.1881,0.1173,0.2921,0.1211,baseline
CP-SYN-000,2026-02-04,0.0199,0.2107,0.0773,0.1931,0.105,baseline
CP-SYN-000,2026-02-05,0.0599,0.1832,0.1598,0.3666,0.1567,baseline
CP-SYN-000,2026-02-06,0.072,0.2257,0.0577,0.2064,0.1278,baseline
CP-SYN-000,2026-02-07,0.0059,0.4303,0.046,0.279,0.161,baseline
CP-SYN-000,2026-02-08,0.0392,0.1775,0.0708,0.1132,0.0912,baseline
CP-SYN-000,2026-02-09,0.0201,0.0887,0.0937,0.2316,0.0837,baseline
CP-SYN-000,2026-02-10,0.0294,0.2173,0.0709,0.3932,0.1392,baseline
CP-SYN-000,2026-02-11,0.0384,0.218,0.0337,0.3657,0.1315,baseline
CP-SYN-000,2026-02-12,0.0378,0.2327,0.1165,0.2827,0.139,baseline
CP-SYN-000,2026-02-13,0.0565,0.1692,0.1673,0.3934,0.1574,baseline
CP-SYN-000,2026-02-14,0.0645,0.1056,0.045,0.2336,0.0962,baseline
CP-SYN-000,2026-02-15,0.0426,0.2358,0.0552,0.4177,0.1497,baseline
CP-SYN-000,2026-02-16,0.0501,0.039,0.0762,0.0415,0.0513,baseline
CP-SYN-000,2026-02-17,0.0274,0.1561,0.0695,0.2675,0.104,baseline
CP-SYN-000,2026-02-18,0.0382,0.1525,0.1751,0.4215,0.1516,baseline
CP-SYN-000,2026-02-19,0.0157,0.3003,0.0189,0.2185,0.1179,baseline
CP-SYN-000,2026-02-20,0.0958,0.0208,0.1287,0.1747,0.0955,baseline
CP-SYN-000,2026-02-21,0.0457,0.1856,0.1849,0.2189,0.1345,baseline
CP-SYN-000,2026-02-22,0.0479,0.2502,0.0874,0.2178,0.1319,baseline
CP-SYN-000,2026-02-23,0.0482,0.2075,0.1442,0.2057,0.1309,baseline
CP-SYN-000,2026-02-24,0.0365,0.2258,0.0916,0.2815,0.1316,baseline
CP-SYN-000,2026-02-25,0.0495,0.1443,0.06,0.3441,0.1195,baseline
CP-SYN-000,2026-02-26,0.0171,0.2932,0.1109,0.1723,0.1282,baseline
CP-SYN-000,2026-02-27,0.0585,0.2134,0.1381,0.4159,0.1667,baseline
CP-SYN-000,2026-02-28,0.039,0.1434,0.0697,0.2019,0.0957,baseline
CP-SYN-000,2026-03-01,0.0276,0.2228,0.1008,0.2509,0.1245,baseline
CP-SYN-000,2026-03-02,0.0279,0.2278,0.0749,0.196,0.1125,baseline
CP-SYN-000,2026-03-03,0.0454,0.1788,0.0465,0.3827,0.1296,baseline
CP-SYN-000,2026-03-04,0.0754,0.2033,0.1066,0.3527,0.1552,baseline
CP-SYN-000,2026-03-05,0.0491,0.2713,0.1828,0.308,0.1702,baseline
CP-SYN-000,2026-03-06,0.0632,0.2699,0.0831,0.1872,0.1374,baseline
CP-SYN-000,2026-03-07,0.0772,0.0745,0.1894,0.387,0.1454,baseline
CP-SYN-000,2026-03-08,0.0556,0.2041,0.1876,0.2054,0.1416,baseline
CP-SYN-000,2026-03-09,0.0152,0.1521,0.0869,0.1994,0.0914,baseline
CP-SYN-000,2026-03-10,0.0546,0.2109,0.0593,0.4603,0.1555,baseline
CP-SYN-000,2026-03-11,0.0082,0.0979,0.1188,0.2793,0.0934,baseline
CP-SYN-000,2026-03-12,0.0625,0.1505,0.0483,0.2354,0.1076,baseline
CP-SYN-000,2026-03-13,0.0295,0.242,0.076,0.3761,0.1439,baseline
CP-SYN-000,2026-03-14,0.0676,0.2832,0.145,0.3784,0.1836,baseline
CP-SYN-000,2026-03-15,0.0731,0.1587,0.0869,0.117,0.1038,baseline
CP-SYN-000,2026-03-16,0.0588,0.1461,0.1201,0.3527,0.137,baseline
CP-SYN-000,2026-03-17,0.0094,0.1189,0.0825,0.2482,0.0872,baseline
CP-SYN-000,2026-03-18,0.055,0.1076,0.1024,0.1312,0.089,baseline
CP-SYN-000,2026-03-19,0.0,0.2573,0.0347,0.244,0.1079,baseline
CP-SYN-000,2026-03-20,0.0075,0.0873,0.0801,0.259,0.0797,baseline
CP-SYN-000,2026-03-21,0.0795,0.236,0.0869,0.3758,0.1645,baseline
CP-SYN-000,2026-03-22,0.0835,0.2329,0.0797,0.4019,0.1678,baseline
CP-SYN-000,2026-03-23,0.1031,0.2528,0.1885,0.3927,0.201,baseline
